content,score,sentiment
mau daftar ga bisa2 jdi kesel,3,Negative
ko gk tf e wallet cman 1x itu gk nominal besar atas 1t,1,Positive
tampil awal nya sangat bagus aplikasi lebih inci aktivasi nya lebih gampang sekali transaksi nya jadi lebih mudah sekali gampang guna nya,5,Positive
sering eror banyak fitur yg batas bukan up level malah downgrade app lama,1,Negative
bingung mau transaksi 4 hari eror mau transaksi susah gimna dong msak lama bet baik ny lama bet mau login bikin kesal aj,1,Negative
petbaikan pagi ketemu pagi jg blm guna,1,neutral
sebenernya sama aja kayak aplikasi jual beli saham kyk umum tapi mas lebih percaya sama karena bank sy guna sendiri pake gampang bayar air listrik ada worth it lah buat guna bni,5,Positive
ribet sdh beberapa kali verifikasi wajah suruh kedip mata ujung2nya waktu habis kata ga ngerti apa mau,1,Negative
apl gk mutu download ulang ulang tp gilir regristasi data sulit,1,neutral
tampil mudah paham banyak fiturnya dukung perlu hari tetap responsif jaring lot mantap apknya,5,Positive
love it wondr by bni all fiturnya gampang akses ga meribetkan laku transaksi mudah transfer e commerce e wallet ga perlu ribet buka banyak aplikasi semua beres login mudah qris cepat aku suka laku bayar non cash,5,Negative
so far gapernah bug aplikasi sangat bantu ga ribet fiturnya bagus simple fitur ui sama ux nya tarik,5,neutral
baik,3,neutral
terlalu sulit buka pasword nya ribet suka lupa kalo banyak,2,Negative
aplikasi tawar fitur lengkap banget pilih warna designnya modern jd mudah baca teks fiturnya jd user-friendly banget nyaman make aplikasi,5,Positive
ga nyangka si aplikasi terobos baru bni ga kaleng kaleng yang paling penting aplikasi turut cara pakenya gampang ga ribet good job buat developer live bni kebon,5,Negative
aplikasi wondr by bni udah kumplit banget sih mudah pasti,5,neutral
sudah daftar lengkap gk login kalo masuk aplikasi langsung masuk daftar bukan login,1,Negative
dari siang malam jam 19 38 apk wondr error akses update pagi apk bisa untuk transaksi,5,Negative
apk gajelas udah bolak login gabisa trs ngaksesnya gimana yaa bikin emosi aja klo blm siap mending jangan promosiin dlu dehh,1,Positive
ribet banget aplikasi keluar dikit susah masuk,1,Negative
saya ga tau tapi sudah 3x verifikasi ktp seperti buat akun baru akun logout terus mohon segera baik,3,Negative
please why are there so many problems should i go back to the old app if the app is not ready why recommend customers to move to this app i see the suggestion to use cellular data not wifi is that wise advice,1,Negative
applikasi sangat bagus mudah fiturnya limpah ui nya minimal sangat recommended,5,Negative
aplikasi bagus registrasi nya gampang bangettt sat set langsung jadi gapake nunggu lama,5,neutral
tampil oke bangett kini alias modern sesuai zaman fiturnya cukup lengkap yaa ukur mbanking kayak transfer va top-up e-wallet dll fitur qris sama tapcash seamless banget suka banget sama aplikasi simple ga ribet mana banyak promonya xixi,5,Positive
buka makin simple malah bikin ribet inovasi gk guna saran maximalkan bni banking nya aja bni tolol,1,neutral
aplikasi bagus bangeett banyak promo fiturnya lengkap mudah gen z sering qris qris kalo beli makan buruann download dehh tiap bulan aja promo promo menarikk,5,Positive
aplikasi mudah guna,5,neutral
aplikasi sangat mudah di guna sangat cepat bantu masyarakat,5,neutral
sangat baik bantu,5,neutral
keren bang,5,neutral
aplikasi wondr by bni sangat bantu kelola uang fitur-fitur inovatif tampil user-friendly cocok butuh hari layan tawar wondr by bni mudah rencana uang insight tarik praktis benar solusi modern,5,Positive
buat tarik tunai d mesin atm pakai wondr sayang kaga ada d mbank bni mobile tunai,1,Positive
gk kendala jauh kecuali system error pas butuh bgt kmaren minta tambahin call customer service nya aplikasi aja samain kyk aplikasi2 bank belah donk hari gin suruh tlpon pake pulsa yok yok,4,Negative
mohon tingkat karena fiturnya lengkap bni mobile,4,Negative
aplikasi busuk,1,Negative
wondr by bni beri alam saya transaksi lancar notifikasi real-time status transfer dari segi tampil aplikasi sangat muas juga responsif,5,Positive
aplikasi sangat efisien transaksi fitur fitur gampang pakai tampil ui sangat simpel,5,Negative
transaksi bank mana aja jadi cepat wonder bni,5,Positive
keren bgt aplikasi mudah guna pasti mudah transaksi fitur-fiturnya tarik suka bgt deh sama wonder by bni,5,Positive
fitur riwayat transaksi bni mobile nya jangan hilang bakal lebih bagus kalau seperti belum,5,Negative
tiap kali registrasi selalu error,1,Negative
pdam banjarmasin menu bayar ada tetapi proses loading bayar sangat lama telah laku transaksi malah gagal saldo potong reversal gagal bayar tsb sya pakai bni mobil banking hasil kendala bayar nya lancar problem nya koq saldo ga balik gagal bayar pake wondr by bni,1,Negative
tampil bagus fitur downgrade topup e wallet hari batas 1jt apk belum 2jt bisa,1,Positive
aplikasi sangat bagus mudah untung simpan uang aman,5,Negative
cara tarik tunai atm aplikasi wondr bagaimana,1,Positive
aplikasi nya labil nggk aman hati2 breach,1,neutral
kes modern banyak fitur kosong ada tarik tunai kartu loading app berat ada fitur pin login harus fitur pin login fitur password transaksi aneh tapi masih ada ruang untuk kembang kalau mau tolong jangan pake alas jaring internet olah salah guna that s a low move,3,Negative
aplikasi sangat bagus sangat mudah guna rasa bantu sekali aplikasi bni ini terima kasih yaa,5,Negative
aplikasi anjinkkk susah masuk harus nol bintang uninstall,1,Negative
aplikasi wondr sangat bantu sekali saya aktivasi nya sangat cepat tidak ribet sangat mudah transaksi saja thankyou wondr by bni,5,Negative
aneh fiturnya dikit tarik tunai gk bisa aneh nge bug,1,Positive
tampil aplikasi baguss kombinasi warna enak lihat aku paling suka sama fitur goalsnya jadi kategori uang sesuai tuju kita mauuu terus bisa transfer luar negeri convertnya lumayan baguss,5,Positive
waa suka banget sama aplikasi ini mau tarik tunai ga pake atm juga bisa mau transfer luar negeri kg gampang simple tp mudah bgt thnks wondr by bni,5,Positive
saya sangat suka wondr ini ui nya sangat fresh minimal fitunya lengkap,5,neutral
apk apeuuniii baru masuk gabisa login kata sesi kamu akhir waww tingkatin doonnkkk mending pake bni mobile banking ah,1,Negative
ribet mau ngecek riwayat ae susah enak bni banking malah ganti mau beli token listrik aja susah mending ganti bank ae,1,Positive
jauh aplikasi lumayan bagus lancar jaya proses transaksi ada kendala apa,5,Positive
saldo kurang dan transaksi gagal,1,Positive
jauh aplikasi nya aman bagus pernah mau isi e-wallet gak mungkin dalam baik smoga depan makin optimal semua,5,Negative
aplikasi simpel tampil tarik mudah guna aplikasi lengkap banget lihat insight uang pasu keluar investasi tabung kembang aset mantap banget bni maju terus,5,Positive
tampil wondr bni sangat modern juga keren layan wondr bni sangat cocok olah uang manfaat tidak sedia buat layan perban reguler,5,Positive
aplikasi nya bantu banget semua transaksi jadi mudah fitur nya lengkap banget apalagi fitur insight ngetrack uang masuk uang keluar,5,Negative
bagus jg aplikasi mudah jg masuk buat transfer top up e walet mudah guna ga ribet simple untuk bayar apa bisa ga jauh jauh keluar klo udh punya aplikasi ini pokok mantap bgt,5,Negative
ampun kali allah makek aplikasi wondr by bni ini lelet kali tiba klr sendiri pass mau msk ke wondr lama x loading nya nyesel pakek wondr inj allah,1,Negative
untuk aplikasi nya bagus tampil nya bagus fitur nya lebih bagus jadi sangat bantu ada aplikasi wondr by bni,5,Negative
saya beri bintang satu tiap laku transaksi dadak terus kendala terus bagus yg lama lagi dr wonder ini kalo app lama dadak transfer lancar lancar aja app baru optimal kan pihak bni bijak sana lah,1,Negative
aplikasi simple daftar ribet mudah guna lancar ada kendala apa,5,Negative
sangat bantu kemarin atm sempet blokir gara lupa pin malas bank betul m banking ganti wondr nyata wondr ganti pin atm apk,5,Negative
cara seluruh fiturnya bagus simpel akan lebih baik kalau tambah fitur tarik tunai kartu jadi kalau kartu fisik tinggal tetap ambil uang lewat aplikasi,5,Positive
proses loginnya mudah bahkan denga nada aplikasi ini buat investasi bayar beli beberapa butuh tiket jadi lebih gampang gak ribet deh,5,Negative
baru kali nemu aplikasi perban sangat bagus mudah transaksi cepat mudah guna untuk kalang mula saya sangat mudah,5,Negative
aplikasi bagus banget fitur mudah lengkap cs fast respon ada kendala pasti lebih baik bni mobile,5,neutral
harus siap dulu apk nya jangan asal suruh ganti aja suruh pake wondr belum tari kartu debit mending pake pak bni mobile dulu aja,4,Negative
aplikasi cukup bagus dapat bantu mudah transaksi selain aplikasi juga cukup bagus bisa jadi tabung investasi,5,Negative
salah satu aplikasi bagus awal guna m-banking bni udah bantu sekarang makin bantu ada wonder bni aplikasi sangat lengkap juga mudah banget jadi cukup 1 aplikasi bisa laku banyak transaksi,5,Negative
bukan mudah malah susah srg ganggu fitur tarik tunai jg blm,1,Positive
sangat bantu mudah segala urus semua transaksi,5,neutral
aplikasi baru bukan lebih bagus malah ngelawak saat bank makin canggih bni46 malah mundur belakang,1,neutral
mantap apk nya cepat respon iklan nya mantap,5,Positive
mau beli token listrik aplikasi lama ga bisa alih wonder tp wonder ga bisa sesuai tagline yuk bikin hidup lebih lancar bukan ketar-ketir,1,Negative
ini cara buka wondr jadi ga karna alas non aktif aksebilitas gimana cara sudah non aktif ga duh,1,Negative
aplikasi nya sangat lot beda kalau sama aplikasi lama,1,Negative
terlalu cepat tutup fitur apk lama wondr baru kembang banyak fitur yg butuh blum,1,Negative
wah makin ga kualitas ni apk nya yg lama susah transaksi yg baru makin parah kalo siap belum jakankan sempurna jgn di rilis apk nya rugi guna jadi nya udh ga wort it pake bni makin ga jelas lama duit yg hilang jadi nya,1,Positive
sudah daftar masuk aplikasi telah buka aplikasi suruh daftar lagi gak login,1,Negative
transaksi qris gagal saldo kembali limit top-up ewalet hari batas cmn 1 jt beda sama m-banking top-up 2 jt up,1,Negative
bom nyoba buka atau download liat rate orang banyak bintang 1 yaa udh ikut fomo aja ngasih bintang 1 kwowkwowkwok,1,Positive
sangat bagus,5,neutral
kemarin jadi error sekarang aman proses cepat respon cepat good job,5,neutral
notifikasi transaksi masuk keluar telat terlalu lama,1,Negative
tiap transaksi qris yg gagal tpi saldo kurang,1,neutral
lebih bagus yg dlu semenjak pakai aplikasi jdi limit topup shope cuman batas 1jt hari kek mending pakai bank belah aja,1,Negative
aduh kok gak bisadi buka sih mau buat transaksi malah jadi susah update sudah semua udah ubah kok tidak juga aku bagai mana apk nya apa nya sih suruh ganti baru malah jadi kayak gin,1,Negative
wondr apk yg sangat parah buruk nya,1,Negative
layan sistem ui cukup baik tampil beri tarik belum akses transaksi lebih cepat mudah erti tidak perlu pusing dan fiturnya sangat bantu,5,Negative
keren sih aplikasi ini bener bener sangat bantu transaksi hari engga ribet sama sekali aplikasi mudah erti,5,Negative
pakai wondr by bni lebih mudah simple desain mudah paham jadi transaksi lebih mudah,5,Positive
keren mudah transaksi dimna aja aplikasi mudah erti,5,Positive
gagal log in terus sampe blok,1,neutral
aplikasi nyusahin,1,neutral
banyak promo tarik mudah bagai transaksi,5,Positive
aplikasi banyak bug perlu banyak baik lebih bagus yg bni mobile,2,Positive
mudah sekali aktivasinya cepat sangat mudah moga lebih kembang wondr nya,5,Negative
aplikasi sangat bantu nice app wajib download lancar pokok the best,5,neutral
tolonh jawab mau download perangkat tidak kompatibel dengen versi,4,Negative
alam baru guna apk ini moga makin kembang kan aplikasi dan makin maju,5,Positive
saya baru menginstal aplikasi ini aktivasinya sangat mudah cepat sekali transaksi juga lancar sukak banget deh sama aplikasi wondr by bni,5,Negative
aplikasi bagus cocok banget sama anak muda sekarang lebih modern fresh,5,Positive
aplikasi bagus banget makin mudah nasabah transaksi mana kapan moga promo nya makin banyak,5,Positive
aplikasi nya simple mudah guna banyak promo pakai apk ini love banget,5,Positive
aplikasi sangat bantu nasabah bni mudah transaksi bayar laku mana dan kapan saja sangat recommended,5,Negative
sumpah ihh suka bgtt aplikasi wondr by bni aktivasi nya cepettt tampil nya keren nyaman bgt buat pakai transaksi lancarrrr jayaaaa,5,Positive
mantap pada dibni mobile,5,Negative
alhamdulillah pakai word by bni lancar gak pernah kendala fitur fiturnya gk ribet tingkat terus aplikasi word nya biar makin bagus depan,5,Positive
mantap,5,neutral
pakai wondr jadi lebih mudah banyak promo tarik,5,Positive
goood,5,neutral
aplikasi wondr by bni aplikasi mbanking baik pernah download,5,Negative
baguss buat transaksi lebih cepat pada belum tingkat lagiii,5,Positive
apk eror gk jelas masa udah daftar keluar sndiri terus gk masuk,1,Negative
senang sekali dg ada aplikasi ini ini aplikasi kartu kredit yak,5,Negative
sejak jaman kerja skrg irt cocok bni mudah aman aku percaya bni,5,Positive
aplikasi mudah guna pakai cocok banget guna buat hari hari,5,Positive
baru pertama kali instal aplikasi wondr aplikasi bagus cepat mudah daftar ga ribet tampil awal tarik gampang guna transaksi good job buat wondr by bni,5,Positive
ribet jauh lebih mudah bni moble,1,neutral
jelek limit ewallet kecil bnget,1,Negative
aplikasi fitur mudah itu sangat mmbantu penggunany,5,Negative
10x login gagal 10x bayar qris gagal alas sinyal nonton youtube fine aja,1,Positive
baru aja install aplikasi ini mudah bangettt simple akhir bikin transaksi jadi gampang top pokok,5,Positive
aplikasi gk jelas tiap mau login gk bisa mending aplikasi lama,1,Negative
good,5,neutral
warna orange yg colok buat aplikasi lihat semangat apalagi banyak fitur yg mudah guna sangat bantu laku transaksi sukses buat wondr by bni,5,Positive
saya baru download aplikasi ini aktivasi cepat mudah langsung transaksi juga alhamdulillah lancar mudah terima kasih wondr by bni,5,neutral
lama guna aplikasi wondr by bni laku transaksi apa asa lebih mudah praktis sangat simpel gak ribet guna pokok bantu banget deh,5,Negative
ribet,1,neutral
jauh aplikasi wondr by bni sangat lancar guna sangat praktis mudah semua aktivitas saya ada aplikasi wondr by bni repot untuk datang atm sangat bantu musim hujan ini sehingga tidak takut hujan,5,Negative
hidup jadi wonder ful apk wondr by bni sangat bantu dalam express top-up tap cash gak pakal ribet mudah banget buru coba,5,neutral
aplikasi wondr simpel ya jadi edukasi guna menu muncul kaya krn masa transisi ya tp akan lebih lengkap pas awal tahun aplikasi bni mobile ini jgn hapus dulu kata tugas soal beberapa menu masuk wondr moga makin hari makin baik,5,neutral
ko ga di buka,5,neutral
aplikasi wonder by bni sangat bantu utama buat kerja aplikasi bisa analisa transaksi rencana uang dengan sangat mudah bagus banget,5,Negative
ini aplikasi keren sih emg wondr lebih mudah simple oke banget pokok,5,Positive
suka banget pake wondr banyak promonya tgl tentu cuma perlu tambah aja buat mudah orang tarik tunai setor tunai aja aplikasi,5,Positive
